Name	Description	T3_normalize	C1_normalize
ENSG00000163659	TIPARP	215.3407443	50.63199003
ENSG00000023839	ABCC2	70.37821299	252.9684042
ENSG00000088367	EPB41L1	57.81913795	229.0251554
ENSG00000189001	SBSN	106.3966924	0.702335297
ENSG00000164904	ALDH7A1	82.58184252	274.1023117
ENSG00000077782	FGFR1	104.441742	4.277860444
ENSG00000170525	PFKFB3	345.907732	125.3987748
ENSG00000129521	EGLN3	303.1357878	99.9870068
ENSG00000183696	UPP1	295.0197817	95.90069234
ENSG00000131711	MAP1B	249.641237	70.61662166
ENSG00000107159	CA9	145.5549405	20.17617762
ENSG00000110092	CCND1	853.9578622	480.9081323
ENSG00000163235	TGFA	142.94834	19.21844767
ENSG00000140941	MAP1LC3B	271.9158229	83.258657
ENSG00000182718	ANXA2	1311.890174	838.7798904
ENSG00000113580	NR3C1	71.97771783	251.1167929
ENSG00000198836	OPA1	91.88266696	286.4251038
ENSG00000121060	TRIM25	415.3380903	171.1144178
ENSG00000143549	TPM3	1071.016593	649.2132089
ENSG00000177954	RPS27	819.7758513	457.6672189
ENSG00000079308	TNS1	173.6943775	33.13745628
ENSG00000136628	EPRS	309.5338071	616.0757526
ENSG00000133112	TPT1	675.4057292	352.189227
ENSG00000167552	TUBA1A	106.9891016	6.704109651
ENSG00000132510	KDM6B	202.8409102	48.20574082
ENSG00000049130	KITLG	94.72623112	287.8297744
ENSG00000187244	BCAM	34.53745637	174.4983969
ENSG00000122641	INHBA	94.48926744	1.276973267
ENSG00000088325	TPX2	102.1313461	299.8971717
ENSG00000113739	STC2	728.4263526	393.5631609
ENSG00000079459	FDFT1	227.6036147	494.8909896
ENSG00000210196	MT-TP	332.4600432	122.0786443
ENSG00000075785	RAB7A	675.7019338	355.5093575
ENSG00000152558	TMEM123	1240.386383	1791.529645
ENSG00000196754	S100A2	292.5316631	98.39079021
ENSG00000198830	HMGN2	241.0513036	513.1517073
ENSG00000198840	MT-ND3	457.6953481	811.7719058
ENSG00000138778	CENPE	3.850659802	96.41148165
ENSG00000169045	HNRNPH1	455.8588796	808.7710186
ENSG00000135046	ANXA1	631.8044121	325.5004857
ENSG00000075275	CELSR1	136.8465253	353.4662003
ENSG00000136689	IL1RN	122.4509817	13.53591663
ENSG00000204386	NEU1	153.8486693	26.62489261
ENSG00000179134	SAMD4B	359.4739027	141.1693947
ENSG00000140988	RPS2	2329.412216	3053.051535
ENSG00000074416	MGLL	142.1189671	21.83624286
ENSG00000112033	PPARD	159.1211112	29.37038514
ENSG00000111331	OAS3	265.5178036	85.04641957
ENSG00000101367	MAPRE1	495.550296	232.4091346
ENSG00000131016	AKAP12	330.9790202	124.8241368
ENSG00000112414	ADGRG6	30.56831473	160.5793883
ENSG00000135486	HNRNPA1	1238.135229	1775.120538
ENSG00000176994	SMCR8	215.3407443	57.91073765
ENSG00000135047	CTSL	225.1154961	63.78481468
ENSG00000130513	GDF15	281.9867793	96.21993566
ENSG00000102393	GLA	156.5737516	29.30653647
ENSG00000167779	IGFBP6	199.8196232	50.6958387
ENSG00000111640	GAPDH	3625.958992	2845.543379
ENSG00000170144	HNRNPA3	346.0854548	650.6178795
ENSG00000185567	AHNAK2	318.4791861	119.0777571
ENSG00000121892	PDS5A	168.3034538	395.5424694
ENSG00000105699	LSR	400.9425467	171.8806017
ENSG00000157224	CLDN12	210.1275433	56.4422184
ENSG00000035862	TIMP2	113.1501572	11.74815406
ENSG00000164096	C4orf3	163.6234211	33.90364024
ENSG00000120694	HSPH1	300.3514645	109.5643063
ENSG00000171492	LRRC8D	42.5942215	180.6917173
ENSG00000109814	UGDH	209.1796886	452.4316285
ENSG00000165124	SVEP1	24.40725905	141.9355786
ENSG00000124466	LYPD3	91.29025776	4.788649751
ENSG00000090861	AARS	445.6694414	776.3358976
ENSG00000118503	TNFAIP3	347.7442006	141.105546
ENSG00000204389	HSPA1A	126.3608824	18.26071772
ENSG00000071537	SEL1L	168.5404175	388.9660571
ENSG00000145860	RNF145	155.7443787	369.1729715
ENSG00000135750	KCNK1	177.1303509	42.3316638
ENSG00000168672	FAM84B	386.1915576	167.7304386
ENSG00000163714	U2SURP	127.7234236	324.3512098
ENSG00000118523	CTGF	113.6240846	13.79131128
ENSG00000108107	RPL28	1031.384418	649.3409062
ENSG00000121039	RDH10	139.5716076	25.15637336
ENSG00000185630	PBX1	19.07557625	125.1433802
ENSG00000146592	CREB5	89.45378924	5.490985048
ENSG00000272405	AL365181.3	109.4772202	12.89743
ENSG00000135480	KRT7	434.1767029	750.7325836
ENSG00000073756	PTGS2	205.5659925	59.44310557
ENSG00000129194	SOX15	157.1661608	34.28673222
ENSG00000198677	TTC37	41.23168034	171.0505691
ENSG00000092820	EZR	636.7214084	349.5714318
ENSG00000136813	KIAA0368	100.6503231	275.3154363
ENSG00000129474	AJUBA	117.9486718	303.0896049
ENSG00000206527	HACD2	152.4861281	355.8286008
ENSG00000111716	LDHB	522.3271919	860.1053439
ENSG00000122566	HNRNPA2B1	773.8641383	1173.921524
ENSG00000010404	IDS	168.7181402	41.50163117
ENSG00000184916	JAG2	20.55659925	124.6964395
ENSG00000187678	SPRY4	75.82837763	1.596216584
ENSG00000070190	DAPP1	102.0128643	11.4927594
ENSG00000142634	EFHD2	339.6874354	144.0425845
ENSG00000126368	NR1D1	88.09124808	6.512563661
ENSG00000169851	PCDH7	20.73432201	124.1218015
ENSG00000142798	HSPG2	150.1164913	348.5498532
ENSG00000111859	NEDD9	149.8202867	32.69051563
ENSG00000242265	PEG10	134.2991657	324.1596638
ENSG00000078674	PCM1	85.72161128	246.1365972
ENSG00000144655	CSRNP1	79.56055559	3.703222474
ENSG00000008294	SPAG9	289.7473398	112.6290421
ENSG00000135404	CD63	323.8701098	134.5929823
ENSG00000179750	APOBEC3B	89.74999384	7.342596285
ENSG00000154380	ENAH	262.4372757	509.1292415
ENSG00000152137	HSPB8	101.9536234	11.93970005
ENSG00000117399	CDC20	67.77161251	214.5315088
ENSG00000164323	CFAP97	42.53498058	167.9858333
ENSG00000061676	NCKAP1	247.0938774	486.654512
ENSG00000107731	UNC5B	78.96814639	233.1753185
ENSG00000198408	MGEA5	238.8001486	82.30092705
ENSG00000125845	BMP2	120.6737541	19.92078296
ENSG00000082153	BZW1	633.6408806	355.1901142
ENSG00000116701	NCF2	73.69570451	1.72391391
ENSG00000080986	NDC80	75.59141395	226.7904522
ENSG00000065833	ME1	111.076725	284.9565845
ENSG00000115756	HPCAL1	110.9582432	16.15371183
ENSG00000101608	MYL12A	385.0067392	178.0100734
ENSG00000141027	NCOR1	67.41616699	211.083681
ENSG00000163395	IGFN1	75.59141395	0.510789307
ENSG00000175183	CSRP2	109.4179793	15.96216584
ENSG00000163739	CXCL1	18.42392613	115.1829887
ENSG00000115183	TANC1	70.67441759	216.1915741
ENSG00000165671	NSD1	31.39768761	143.1487032
ENSG00000143369	ECM1	71.20758587	1.276973267
ENSG00000089916	GPATCH2L	226.5372782	76.93763933
ENSG00000153395	LPCAT1	406.3334705	193.9722392
ENSG00000135387	CAPRIN1	544.8979824	873.1943199
ENSG00000172183	ISG20	71.68151323	1.979308564
ENSG00000186350	RXRA	109.8919066	279.3379021
ENSG00000168209	DDIT4	110.4250749	280.1679348
ENSG00000047457	CP	17.47607141	111.8628582
ENSG00000115963	RND3	343.3603725	151.7682728
ENSG00000148730	EIF4EBP2	224.4046051	76.49069869
ENSG00000117519	CNN3	197.0353	60.65623018
ENSG00000100353	EIF3D	503.0738929	263.8865256
ENSG00000082898	XPO1	266.5841401	506.5114463
ENSG00000048828	FAM120A	181.9881063	387.0505972
ENSG00000204262	COL5A2	24.82194549	127.6973267
ENSG00000010292	NCAPD2	80.62689215	230.8767667
ENSG00000162496	DHRS3	34.77442006	148.2565963
ENSG00000077097	TOP2B	82.16715608	232.9837725
ENSG00000139318	DUSP6	83.76666092	6.831806978
ENSG00000144674	GOLGA4	68.71946723	209.9982537
ENSG00000128595	CALU	346.3224185	155.6630412
ENSG00000136167	LCP1	70.20049023	2.29855188
ENSG00000115602	IL1RL1	109.8919066	0.063848663
ENSG00000113013	HSPA9	693.0595234	1049.288933
ENSG00000110321	EIF4G2	600.4067245	934.2336421
ENSG00000091409	ITGA6	639.979659	369.8753068
ENSG00000138668	HNRNPD	247.9232503	475.9917852
ENSG00000163520	FBLN2	86.25477956	237.070087
ENSG00000184792	OSBP2	166.4669853	45.84334028
ENSG00000213859	KCTD11	106.9298606	16.79219846
ENSG00000100201	DDX17	542.5875865	859.9137979
ENSG00000145113	MUC4	247.9232503	474.7786606
ENSG00000189223	PAX8-AS1	68.30478079	2.170854554
ENSG00000115365	LANCL1	30.21286921	135.7422583
ENSG00000096696	DSP	515.6329679	825.3716711
ENSG00000148154	UGCG	202.7224283	66.46645854
ENSG00000168685	IL7R	69.25263551	2.68164386
ENSG00000173402	DAG1	409.650962	689.1186235
ENSG00000102287	GABRE	46.91880866	167.6027413
ENSG00000101057	MYBL2	397.9212598	194.1637852
ENSG00000118680	MYL12B	1220.422193	838.2052524
ENSG00000168496	FEN1	153.8486693	40.03311192
ENSG00000156675	RAB11FIP1	143.3037855	34.60597553
ENSG00000169032	MAP2K1	165.6376124	46.60952424
ENSG00000172115	CYCS	559.234285	312.7946017
ENSG00000100316	RPL3	1175.458335	1618.244372
ENSG00000141458	NPC1	314.2730807	138.2323561
ENSG00000173039	RELA	264.3329852	105.7333865
ENSG00000185950	IRS2	103.9085737	16.47295514
ENSG00000134215	VAV3	7.049669483	79.93852651
ENSG00000164190	NIPBL	120.9699587	287.6382284
ENSG00000145287	PLAC8	13.32920701	96.21993566
ENSG00000136826	KLF4	106.2189696	17.62223108
ENSG00000167977	KCTD5	208.2318339	71.44665428
ENSG00000166016	ABTB2	138.2683073	33.13745628
ENSG00000140465	CYP1A1	75.76913671	5.937925691
ENSG00000148248	SURF4	490.4555769	264.6527096
ENSG00000196576	PLXNB2	304.6760517	543.926763
ENSG00000175216	CKAP5	191.4666535	388.2637218
ENSG00000003137	CYP26B1	78.07953259	6.959504305
ENSG00000213719	CLIC1	361.1326485	172.582937
ENSG00000143322	ABL2	166.4669853	48.84422746
ENSG00000105329	TGFB1	112.6762299	21.38930222
ENSG00000091136	LAMB1	66.34983043	197.0369751
ENSG00000163814	CDCP1	335.7775347	155.5991926
ENSG00000123358	NR4A1	64.75032559	2.426249207
ENSG00000198805	PNP	158.0547746	44.37482102
ENSG00000129514	FOXA1	32.58250601	135.5507123
ENSG00000113504	SLC12A7	291.2283628	125.9095641
ENSG00000132470	ITGB4	193.7770494	389.923787
ENSG00000175166	PSMD2	628.2499569	371.2799773
ENSG00000100664	EIF5	465.929836	749.4556103
ENSG00000172830	SSH3	14.63250725	96.41148165
ENSG00000110958	PTGES3	978.4230351	650.2347875
ENSG00000136938	ANP32B	194.4286995	389.4768464
ENSG00000124207	CSE1L	272.5082321	496.6787522
ENSG00000100889	PCK2	52.19125054	170.7313258
ENSG00000117410	ATP6V0B	165.8745761	49.48271409
ENSG00000253368	TRNP1	68.89718999	4.341709107
ENSG00000105974	CAV1	169.0735858	352.7000163
ENSG00000100591	AHSA1	303.5504742	135.5507123
ENSG00000122884	P4HA1	178.2559284	56.76146171
ENSG00000023330	ALAS1	186.3719344	61.4862628
ENSG00000164442	CITED2	266.5248992	111.3520689
ENSG00000137193	PIM1	140.2824986	36.13834345
ENSG00000169403	PTAFR	157.047679	45.14100498
ENSG00000041982	TNC	80.92309676	8.938812868
ENSG00000110955	ATP5B	684.1733854	1016.02378
ENSG00000138759	FRAS1	51.30263674	167.8581359
ENSG00000124201	ZNFX1	203.3740784	72.14898958
ENSG00000167642	SPINT2	399.1653191	203.1025981
ENSG00000073060	SCARB1	263.681335	482.2489542
ENSG00000197019	SERTAD1	72.27392243	5.874077028
ENSG00000143507	DUSP10	69.66732195	5.044044404
ENSG00000106049	HIBADH	38.03267066	142.8294599
ENSG00000162231	NXF1	199.8196232	70.48892433
ENSG00000155918	RAET1L	61.84752051	2.362400544
ENSG00000134762	DSC3	166.7631899	346.698242
ENSG00000118482	PHF3	92.47507616	235.1546271
ENSG00000196504	PRPF40A	142.94834	311.5176285
ENSG00000096433	ITPR3	357.9928797	175.3284295
ENSG00000143753	DEGS1	161.8461935	48.84422746
ENSG00000125657	TNFSF9	85.12920208	11.10966742
ENSG00000106636	YKT6	283.4678023	124.3771962
ENSG00000229117	RPL41	1037.841678	705.7831246
ENSG00000138356	AOX1	59.00395635	0.830032623
ENSG00000133639	BTG1	252.3070784	104.0733213
ENSG00000100345	MYH9	1778.47166	1335.011702
ENSG00000161921	CXCL16	178.3744102	58.54922429
ENSG00000163602	RYBP	198.1608775	70.552773
ENSG00000180667	YOD1	127.1902553	30.77505573
ENSG00000172927	MYEOV	68.42326263	5.107893068
ENSG00000204256	BRD2	577.4212475	338.9725537
ENSG00000125944	HNRNPR	189.5709441	375.8770811
ENSG00000187134	AKR1C1	251.4184646	460.859652
ENSG00000164251	F2RL1	139.6900894	37.60686271
ENSG00000164211	STARD4	57.22672874	174.8176402
ENSG00000130635	COL5A1	188.5638484	65.38103126
ENSG00000137693	YAP1	228.4922285	429.2545637
ENSG00000083307	GRHL2	25.82904113	116.5238106
ENSG00000078804	TP53INP2	75.70989579	7.981082918
ENSG00000198363	ASPH	285.4819936	505.809111
ENSG00000151726	ACSL1	370.6704366	186.438097
ENSG00000197641	SERPINB13	9.063860764	78.27846126
ENSG00000008517	IL32	71.08910403	6.384866334
ENSG00000124107	SLPI	115.579035	25.73101133
ENSG00000101972	STAG2	88.26897084	224.6195976
ENSG00000261150	EPPK1	102.7237553	19.66538831
ENSG00000128335	APOL2	105.5080786	21.0700589
ENSG00000131737	KRT34	60.89966579	0.319243317
ENSG00000173334	TRIB1	214.6890942	82.87556502
ENSG00000171444	MCC	63.68398903	183.0541178
ENSG00000132357	CARD6	104.7379466	21.38930222
ENSG00000184164	CRELD2	23.57788617	109.3089116
ENSG00000152127	MGAT5	128.9674829	33.52054826
ENSG00000091140	DLD	44.6676537	149.4697209
ENSG00000101307	SIRPB1	58.58926991	2.745492524
ENSG00000070010	UFD1	134.4176475	36.5852841
ENSG00000102265	TIMP1	121.4438861	29.81732578
ENSG00000133318	RTN3	432.0440297	234.7715351
ENSG00000140350	ANP32A	121.503127	272.3145492
ENSG00000126787	DLGAP5	25.29587285	112.2459502
ENSG00000073712	FERMT2	110.3065931	255.3308047
ENSG00000014216	CAPN1	187.1420664	366.2359329
ENSG00000169641	LUZP1	179.1445422	62.25244676
ENSG00000064205	WISP2	98.69537276	18.96305301
ENSG00000108389	MTMR4	30.50907381	122.2063416
ENSG00000072571	HMMR	6.398019363	68.31806978
ENSG00000198901	PRC1	64.21715731	181.8409932
ENSG00000072682	P4HA2	101.6574188	20.49542093
ENSG00000135925	WNT10A	4.561550842	63.08247938
ENSG00000189067	LITAF	202.6631874	386.4759592
ENSG00000136240	KDELR2	408.5846254	219.0009153
ENSG00000100401	RANGAP1	291.2876038	135.5507123
ENSG00000136295	TTYH3	184.0022976	65.82797191
ENSG00000130707	ASS1	301.9509694	519.089633
ENSG00000005700	IBTK	83.47045632	212.4245029
ENSG00000112655	PTK7	136.6688025	292.6822728
ENSG00000065618	COL17A1	211.6085663	83.06711101
ENSG00000137501	SYTL2	73.63646359	8.619569551
ENSG00000085063	CD59	272.0935457	122.7809796
ENSG00000162704	ARPC5	276.8920602	126.0372614
ENSG00000132432	SEC61G	142.1189671	41.75702583
ENSG00000115310	RTN4	563.8550768	336.9932451
ENSG00000048052	HDAC9	103.3161645	21.64469687
ENSG00000205542	TMSB4X	602.7763613	367.7044522
ENSG00000179913	B3GNT3	79.14586915	11.04581876
ENSG00000142227	EMP3	54.85709194	2.043157227
ENSG00000102580	DNAJC3	72.33316335	193.5252986
ENSG00000109861	CTSC	261.6671438	464.1159338
ENSG00000128228	SDF2L1	12.85527965	83.38635433
ENSG00000148344	PTGES	169.2513085	57.71919166
ENSG00000149273	RPS3	1305.373673	947.3864667
ENSG00000006327	TNFRSF12A	194.6064223	73.17056819
ENSG00000170315	UBB	186.3719344	68.12652379
ENSG00000147874	HAUS6	210.7199525	83.32250566
ENSG00000106723	SPIN1	84.77375656	212.6160489
ENSG00000146247	PHIP	64.03943455	179.031652
ENSG00000172037	LAMB2	88.62441636	218.3624286
ENSG00000106541	AGR2	59.24092003	170.7951744
ENSG00000138413	IDH1	234.3570796	425.3597952
ENSG00000113161	HMGCR	159.0618703	321.6057173
ENSG00000132963	POMP	262.3187939	118.2477245
ENSG00000221983	UBA52	416.9968361	228.5782148
ENSG00000090615	GOLGA3	249.8782007	110.0112469
