Name	Description	T1_normalize	C1_normalize
ENSG00000176171	BNIP3	650.7418575	126.8034454
ENSG00000134107	BHLHE40	631.9823391	120.4824277
ENSG00000144824	PHLDB2	504.9343431	69.46734572
ENSG00000150991	UBC	1128.154751	396.755594
ENSG00000196924	FLNA	3392.776855	2008.998192
ENSG00000143367	TUFT1	492.6339403	68.12652379
ENSG00000186081	KRT5	3152.048424	1831.307362
ENSG00000169991	IFFO2	393.1635597	31.92433167
ENSG00000050405	LIMA1	708.4245683	170.5397798
ENSG00000278540	ACACA	109.0186385	579.1712252
ENSG00000118985	ELL2	633.2741622	134.5291337
ENSG00000116717	GADD45A	467.5838049	62.82708473
ENSG00000130066	SAT1	721.7921294	182.9902691
ENSG00000115548	KDM3A	530.7708056	93.09135116
ENSG00000083857	FAT1	2208.680546	1154.192287
ENSG00000166532	RIMKLB	520.2677219	89.26043136
ENSG00000115008	IL1A	461.8548502	65.76412324
ENSG00000171223	JUNB	484.489838	75.5968174
ENSG00000117394	SLC2A1	1560.522335	711.210261
ENSG00000149925	ALDOA	2583.19692	1454.408702
ENSG00000187134	AKR1C1	69.87078118	460.859652
ENSG00000111859	NEDD9	363.2831292	32.69051563
ENSG00000101384	JAG1	538.4655781	106.4995705
ENSG00000106366	SERPINE1	318.4063171	17.43068509
ENSG00000078401	EDN1	293.5808466	11.68430539
ENSG00000149428	HYOU1	63.74866289	431.3615696
ENSG00000101255	TRIB3	12.86206502	293.1292134
ENSG00000173281	PPP1R3B	339.8618142	29.24268781
ENSG00000272398	CD24	1337.0931	588.0461894
ENSG00000168906	MAT2A	45.43847426	380.5380335
ENSG00000117595	IRF6	1009.981019	379.7718496
ENSG00000139926	FRMD6	582.4998968	137.8492642
ENSG00000120875	DUSP4	354.8020295	36.84067875
ENSG00000103044	HAS3	370.0230759	44.31097236
ENSG00000169018	FEM1B	652.3145118	177.6269814
ENSG00000178209	PLEC	967.1261906	363.4265918
ENSG00000134013	LOXL2	514.5387672	110.3304903
ENSG00000062038	CDH3	1043.231423	417.6341069
ENSG00000260032	NORAD	202.7038981	666.0054073
ENSG00000102144	PGK1	1373.488813	657.6412324
ENSG00000124145	SDC4	572.4461429	153.045246
ENSG00000175592	FOSL1	249.041032	11.68430539
ENSG00000116560	SFPQ	159.8490701	578.0219493
ENSG00000196878	LAMB3	1023.741743	433.6601214
ENSG00000158710	TAGLN2	1303.730364	625.3976575
ENSG00000120129	DUSP1	232.6404949	9.130358858
ENSG00000117228	GBP1	292.1766911	30.8389044
ENSG00000163171	CDC42EP3	337.3905004	50.12120073
ENSG00000155660	PDIA4	270.8896926	751.8180109
ENSG00000160211	G6PD	147.6609998	534.6687068
ENSG00000019186	CYP24A1	234.7748114	15.83446851
ENSG00000114251	WNT5A	10.61541611	216.7662121
ENSG00000164543	STK17A	366.765435	70.74431899
ENSG00000106105	GARS	128.564484	475.2256013
ENSG00000107438	PDLIM1	658.8859598	235.6015677
ENSG00000197747	S100A10	689.3842188	254.2453774
ENSG00000155506	LARP1	135.0797659	484.0367168
ENSG00000185650	ZFP36L1	686.1265779	254.5646208
ENSG00000197930	ERO1A	747.909423	293.959246
ENSG00000148154	UGCG	343.6811174	66.46645854
ENSG00000113140	SPARC	1393.989484	743.26229
ENSG00000167657	DAPK3	248.7602008	30.1365691
ENSG00000198380	GFPT1	85.70965601	371.0884314
ENSG00000198695	MT-ND6	293.917844	728.8324921
ENSG00000113013	HSPA9	511.8427885	1049.288933
ENSG00000067082	KLF6	242.1325865	29.37038514
ENSG00000112378	PERP	1172.301403	602.0928953
ENSG00000136450	SRSF1	42.40549822	272.8253385
ENSG00000167767	KRT80	299.6467987	54.39906117
ENSG00000135926	TMBIM1	398.6678495	107.3296031
ENSG00000129474	AJUBA	60.15402463	303.0896049
ENSG00000134531	EMP1	475.6155748	151.0020888
ENSG00000143799	PARP1	87.61930759	356.9778768
ENSG00000138413	IDH1	125.3630093	425.3597952
ENSG00000086570	FAT2	223.4292344	590.8555306
ENSG00000140105	WARS	62.17600865	302.0041776
ENSG00000198355	PIM3	472.3579339	153.1090947
ENSG00000230937	MIR205HG	12.41273524	179.8616846
ENSG00000196305	IARS	238.8749456	611.3509515
ENSG00000166986	MARS	70.37627718	315.8593376
ENSG00000137331	IER3	305.3195872	65.50872859
ENSG00000165280	VCP	90.25912006	353.4662003
ENSG00000184575	XPOT	193.60497	533.0724903
ENSG00000196754	S100A2	366.3161052	98.39079021
ENSG00000167460	TPM4	685.2279183	291.1499048
ENSG00000164292	RHOBTB3	96.04424101	360.6810992
ENSG00000072310	SREBF1	126.2616689	412.4623652
ENSG00000163347	CLDN1	302.8482734	68.6373131
ENSG00000153187	HNRNPU	614.9639736	1133.122228
ENSG00000135480	KRT7	1311.762134	750.7325836
ENSG00000144136	SLC20A1	330.8752186	85.49336022
ENSG00000168003	SLC3A2	445.173482	893.6258922
ENSG00000107731	UNC5B	38.97935863	233.1753185
ENSG00000255717	SNHG1	40.04651687	234.7076865
ENSG00000130402	ACTN4	1097.99349	598.3896729
ENSG00000138119	MYOF	1086.704079	591.6217145
ENSG00000071537	SEL1L	120.9820439	388.9660571
ENSG00000166710	B2M	1170.616416	655.0872859
ENSG00000111642	CHD4	140.0223935	419.7411128
ENSG00000170454	KRT75	155.8612683	10.9819701
ENSG00000197746	PSAP	1356.414281	801.6199683
ENSG00000142657	PGD	224.2717277	553.8871545
ENSG00000118680	MYL12B	1402.189753	838.2052524
ENSG00000166598	HSP90B1	1857.360822	2659.743769
ENSG00000165006	UBAP1	325.0339314	89.77122066
ENSG00000145860	RNF145	114.8037594	369.1729715
ENSG00000103404	USP31	310.2622148	83.13095967
ENSG00000182718	ANXA2	1392.192165	838.7798904
ENSG00000173801	JUP	1251.832774	731.4502873
ENSG00000100889	PCK2	19.09651576	170.7313258
ENSG00000101608	MYL12A	470.3921161	178.0100734
ENSG00000253729	PRKDC	956.4546083	1536.134991
ENSG00000179820	MYADM	278.2474678	68.38191844
ENSG00000204580	DDR1	848.8962916	436.9164033
ENSG00000182199	SHMT2	100.6498713	336.2270612
ENSG00000161638	ITGA5	187.9883478	27.71031989
ENSG00000146648	EGFR	879.8438804	464.3074798
ENSG00000147676	MAL2	743.6969563	1249.13525
ENSG00000170027	YWHAG	758.0193431	378.1117843
ENSG00000142634	EFHD2	403.7228096	144.0425845
ENSG00000163931	TKT	1054.577	1638.739793
ENSG00000270647	TAF15	129.2946449	377.409449
ENSG00000092201	SUPT16H	190.571994	475.0340553
ENSG00000172115	CYCS	93.29209609	312.7946017
ENSG00000166123	GPT2	22.4103229	168.0496819
ENSG00000100650	SRSF5	83.51917332	293.1930621
ENSG00000183696	UPP1	315.4856735	95.90069234
ENSG00000108848	LUC7L3	28.19544385	180.6278686
ENSG00000075643	MOCOS	39.48485464	205.9119393
ENSG00000204592	HLA-E	426.4139636	163.5164268
ENSG00000138434	SSFA2	375.1342022	132.1028845
ENSG00000102580	DNAJC3	34.7107257	193.5252986
ENSG00000058262	SEC61A1	182.4278917	454.7301803
ENSG00000146592	CREB5	118.229899	5.490985048
ENSG00000262001	DLGAP1-AS2	5.560456058	117.4176919
ENSG00000164733	CTSB	1029.863862	1580.892904
ENSG00000158195	WASF2	699.9434687	352.4446217
ENSG00000122641	INHBA	108.5693087	1.276973267
ENSG00000173706	HEG1	219.8907623	50.05735206
ENSG00000245532	NEAT1	374.347875	726.3423942
ENSG00000011426	ANLN	405.2392976	156.5569225
ENSG00000023445	BIRC3	259.1509521	71.0635623
ENSG00000115053	NCL	919.7780648	1434.487919
ENSG00000122566	HNRNPA2B1	714.4343542	1173.921524
ENSG00000140575	IQGAP1	1113.776198	669.0701432
ENSG00000170525	PFKFB3	351.5443886	125.3987748
ENSG00000150093	ITGB1	764.5907912	406.8436828
ENSG00000107581	EIF3A	223.9347304	504.2767431
ENSG00000075711	DLG1	82.78901243	276.8478043
ENSG00000167522	ANKRD11	100.8745362	308.197498
ENSG00000136628	EPRS	301.724949	616.0757526
ENSG00000162298	SYVN1	36.28337994	185.9911563
ENSG00000140988	RPS2	3924.951816	3053.051535
ENSG00000146731	CCT6A	157.8832523	398.6072053
ENSG00000169045	HNRNPH1	444.4994873	808.7710186
ENSG00000111371	SLC38A1	411.3614159	763.9492569
ENSG00000039068	CDH1	751.5040612	402.821217
ENSG00000169242	EFNA1	268.0252153	80.83240779
ENSG00000198899	MT-ATP6	2371.843423	3132.415424
ENSG00000140416	TPM1	284.9874146	90.98434527
ENSG00000065833	ME1	91.1016134	284.9565845
ENSG00000088726	TMEM40	139.6292299	18.26071772
ENSG00000011422	PLAUR	111.0406225	7.725688265
ENSG00000147050	KDM6A	279.6516234	88.74964205
ENSG00000100097	LGALS1	329.976559	118.6308165
ENSG00000084774	CAD	64.14182645	234.7076865
ENSG00000139146	SINHCAF	437.7595406	187.2681296
ENSG00000112308	C6orf62	57.90737572	222.5125918
ENSG00000152684	PELO	215.790628	54.46290983
ENSG00000185022	MAFF	158.8942443	27.07183326
ENSG00000095383	TBC1D2	241.0092621	68.06267512
ENSG00000106541	AGR2	32.96957279	170.7951744
ENSG00000139514	SLC7A1	124.520516	336.6101532
ENSG00000126822	PLEKHG3	268.8115424	84.66332759
ENSG00000117519	CNN3	225.2827197	60.65623018
ENSG00000183856	IQGAP3	293.5246804	99.22082284
ENSG00000168710	AHCYL1	76.77922659	254.3092261
ENSG00000119335	SET	603.3375655	1001.466285
ENSG00000184164	CRELD2	8.818096982	109.3089116
ENSG00000122884	P4HA1	214.8358023	56.76146171
ENSG00000132182	NUP210	214.7234698	470.3731029
ENSG00000186834	HEXIM1	17.01836551	130.3151219
ENSG00000109814	UGDH	203.2093941	452.4316285
ENSG00000198408	MGEA5	259.9934454	82.30092705
ENSG00000181019	NQO1	252.2986729	523.3036448
ENSG00000152952	PLOD2	347.0510908	134.848377
ENSG00000142949	PTPRF	1050.139868	647.680841
ENSG00000158470	B4GALT5	131.7097925	340.6964676
ENSG00000102287	GABRE	34.20522969	167.6027413
ENSG00000115806	GORASP2	56.78405126	212.232957
ENSG00000100201	DDX17	502.8000266	859.9137979
ENSG00000122861	PLAU	214.1618076	58.48537562
ENSG00000111011	RSRC2	261.2852685	84.79102492
ENSG00000165799	RNASE7	102.2786917	7.597990938
ENSG00000092969	TGFB2	156.0859332	29.81732578
ENSG00000135316	SYNCRIP	184.281377	417.7618043
ENSG00000124942	AHNAK	1190.499259	766.1839601
ENSG00000134294	SLC38A2	1387.137205	925.6140725
ENSG00000117318	ID3	674.8933333	366.4274789
ENSG00000124762	CDKN1A	161.7025555	32.94591029
ENSG00000140350	ANP32A	92.61810142	272.3145492
ENSG00000163814	CDCP1	373.2807168	155.5991926
ENSG00000104881	PPP1R13L	238.200951	73.36211418
ENSG00000102024	PLS3	523.5815291	259.3532705
ENSG00000053747	LAMA3	364.1256225	151.0659375
ENSG00000136205	TNS3	122.3861995	319.1156194
ENSG00000038382	TRIO	528.9173202	263.5034336
ENSG00000154734	ADAMTS1	89.64129161	4.341709107
ENSG00000060982	BCAT1	44.3151498	182.6710258
ENSG00000019549	SNAI2	149.73915	28.34880652
ENSG00000173334	TRIB1	253.0288338	82.87556502
ENSG00000186350	RXRA	98.74021971	279.3379021
ENSG00000124225	PMEPA1	170.1836551	38.30919801
ENSG00000114554	PLXNA1	147.0993375	356.4670875
ENSG00000072210	ALDH3A2	112.3324456	301.2379937
ENSG00000142910	TINAGL1	231.7418353	71.19125963
ENSG00000174437	ATP2A2	748.920415	1159.427878
ENSG00000168610	STAT3	596.7661174	314.3269696
ENSG00000146072	TNFRSF21	476.3457357	228.7697608
ENSG00000057294	PKP2	212.3083222	60.84777617
ENSG00000179195	ZNF664	159.2312417	372.8761939
ENSG00000198074	AKR1B10	17.9731913	123.6748609
ENSG00000219481	NBPF1	23.47748114	136.1253502
ENSG00000204256	BRD2	138.3374068	338.9725537
ENSG00000090776	EFNB1	288.0765568	106.3080245
ENSG00000181163	NPM1	1622.810676	2197.2879
ENSG00000006327	TNFRSF12A	232.0226664	73.17056819
ENSG00000179918	SEPHS2	19.09651576	125.2072288
ENSG00000205542	TMSB4X	663.8285874	367.7044522
ENSG00000124067	SLC12A4	168.4425022	39.39462528
ENSG00000069275	NUCKS1	759.0303351	1161.087943
ENSG00000126067	PSMB2	64.7596549	214.4038115
ENSG00000163660	CCNL1	356.0938526	152.4067594
ENSG00000073282	TP63	947.0186829	589.8978006
ENSG00000067704	IARS2	172.9358	386.4121106
ENSG00000101361	NOP56	66.83780515	216.8939094
ENSG00000023839	ABCC2	88.46180093	252.9684042
ENSG00000147274	RBMX	166.5328506	375.1108971
ENSG00000132485	ZRANB2	29.93659676	145.3195578
ENSG00000130508	PXDN	188.9993398	52.16435795
ENSG00000110090	CPT1A	126.7671649	314.1992723
ENSG00000122786	CALD1	328.1230737	136.1253502
ENSG00000171492	LRRC8D	48.19061917	180.6917173
ENSG00000113739	STC2	180.4620739	393.5631609
ENSG00000137936	BCAR3	192.5378118	54.84600181
ENSG00000074416	MGLL	126.3178351	21.83624286
ENSG00000204262	COL5A2	313.2951909	127.6973267
ENSG00000006432	MAP3K9	229.7198513	76.23530403
ENSG00000128228	SDF2L1	5.111126276	83.38635433
ENSG00000048052	HDAC9	125.3630093	21.64469687
ENSG00000108448	TRIM16L	69.70228251	215.3615415
ENSG00000153815	CMIP	313.7445206	130.7620625
ENSG00000116260	QSOX1	292.7383533	117.2899946
ENSG00000073712	FERMT2	493.307935	255.3308047
ENSG00000132199	ENOSF1	125.531508	304.6858215
ENSG00000173391	OLR1	361.991306	636.8265682
ENSG00000196517	SLC6A9	8.705764536	90.21816131
ENSG00000185567	AHNAK2	294.1425089	119.0777571
ENSG00000139318	DUSP6	84.698664	6.831806978
ENSG00000074800	ENO1	3773.07835	3054.456206
ENSG00000111674	ENO2	126.3740013	24.07094608
ENSG00000168575	SLC20A2	235.5611385	83.45020299
ENSG00000125740	FOSB	74.364079	3.511676484
ENSG00000073921	PICALM	417.5397004	203.7410847
ENSG00000075618	FSCN1	393.6690557	187.3958269
ENSG00000101557	USP14	345.6469352	611.4148002
ENSG00000159840	ZYX	258.6454561	98.19924422
ENSG00000065911	MTHFD2	144.178694	329.9060435
ENSG00000138772	ANXA3	258.2522925	98.26309289
ENSG00000065060	UHRF1BP1	31.90241456	141.297092
ENSG00000165671	NSD1	32.85724035	143.1487032
ENSG00000102804	TSC22D1	301.2194529	126.1011101
ENSG00000188157	AGRN	360.1939869	628.7816366
ENSG00000023909	GCLM	22.18565801	120.0993358
ENSG00000249859	PVT1	331.5492133	146.5326824
ENSG00000145555	MYO10	672.9275155	394.7124368
ENSG00000189403	HMGB1	238.2571172	461.817382
ENSG00000182095	TNRC18	81.38485686	228.3228201
ENSG00000100311	PDGFB	78.01488349	5.618682374
ENSG00000171617	ENC1	80.14919995	6.384866334
ENSG00000020577	SAMD4A	86.27131824	8.619569551
ENSG00000172893	DHCR7	2135.327459	2725.954833
ENSG00000163545	NUAK2	108.5131425	17.74992841
ENSG00000145632	PLK2	244.6039004	91.87822655
ENSG00000077232	DNAJC10	158.9504106	347.4005773
ENSG00000107159	CA9	113.8489336	20.17617762
ENSG00000210196	MT-TP	291.6711951	122.0786443
ENSG00000131467	PSME3	84.36166667	231.8344966
ENSG00000122644	ARL4A	158.3325821	42.20396647
ENSG00000080824	HSP90AA1	1097.319495	1529.175487
ENSG00000156535	CD109	461.9110164	240.7094608
ENSG00000104635	SLC39A14	148.7843242	330.5445301
ENSG00000099875	MKNK2	98.12239125	252.8407068
ENSG00000181458	TMEM45A	104.9185042	16.79219846
ENSG00000275342	PRAG1	123.2848591	25.34791935
ENSG00000145113	MUC4	251.3438471	474.7786606
ENSG00000134970	TMED7	28.25161007	128.8466026
ENSG00000215301	DDX3X	321.3831269	568.0615578
ENSG00000053770	AP5M1	10.39075122	88.11115541
ENSG00000155090	KLF10	131.4289614	29.68962846
ENSG00000133858	ZFC3H1	17.29919663	104.5841106
ENSG00000110917	MLEC	115.0284243	276.6562583
ENSG00000162891	IL20	66.05147803	0.510789307
ENSG00000145901	TNIP1	341.5468009	158.6000797
ENSG00000134440	NARS	72.79142477	208.5935831
ENSG00000103187	COTL1	496.9025732	269.8244513
ENSG00000115641	FHL2	148.8404905	39.13923063
ENSG00000141738	GRB7	102.3910242	16.66450113
ENSG00000105281	SLC1A5	154.9626087	335.4608772
ENSG00000116584	ARHGEF2	62.90616955	190.7798061
ENSG00000198363	ASPH	277.7419718	505.809111
ENSG00000113407	TARS	433.7155726	709.7417417
ENSG00000125845	BMP2	108.8501398	19.92078296
ENSG00000026508	CD44	734.8788593	453.7724504
ENSG00000130164	LDLR	235.5611385	90.53740462
ENSG00000164327	RICTOR	309.2512228	139.1262374
ENSG00000134247	PTGFRN	324.3599367	149.4058722
ENSG00000196352	CD55	370.1915746	181.2025066
ENSG00000142192	APP	800.7618386	507.9799656
ENSG00000144381	HSPD1	856.310233	1225.766639
ENSG00000136603	SKIL	226.6307091	85.74875487
ENSG00000111897	SERINC1	410.9682523	210.509043
ENSG00000112245	PTP4A1	873.2724323	567.1676765
ENSG00000148248	SURF4	110.2542954	264.6527096
ENSG00000104765	BNIP3L	327.2805803	152.4706081
ENSG00000084652	TXLNA	39.48485464	146.2772877
ENSG00000188529	SRSF10	102.2225255	251.6275822
ENSG00000176619	LMNB2	133.2262805	298.6201985
ENSG00000085063	CD59	282.8530981	122.7809796
ENSG00000119655	NPC2	242.244919	96.41148165
ENSG00000104812	GYS1	293.5808466	129.9958786
ENSG00000125731	SH2D3A	120.757379	26.62489261
ENSG00000101191	DIDO1	23.1404838	113.1398314
ENSG00000060138	YBX3	619.6257701	368.7898795
ENSG00000101782	RIOK3	255.6686462	105.5418405
ENSG00000145623	OSMR	622.7149123	371.5992207
ENSG00000148175	STOM	540.4875621	309.4106226
ENSG00000100558	PLEK2	107.5583167	21.00621024
ENSG00000167548	KMT2D	56.16622281	173.8599103
ENSG00000125148	MT2A	335.4808489	160.7070856
ENSG00000159167	STC1	162.3765502	49.80195741
ENSG00000197081	IGF2R	203.3217266	395.4147721
ENSG00000179094	PER1	121.8245373	28.34880652
ENSG00000099783	HNRNPM	114.1297648	265.9296828
ENSG00000089280	FUS	251.1753484	459.9657707
ENSG00000130635	COL5A1	188.3253451	65.38103126
ENSG00000163235	TGFA	102.1663593	19.21844767
ENSG00000117450	PRDX1	345.9839325	584.3429669
ENSG00000140465	CYP1A1	69.36528517	5.937925691
ENSG00000130449	ZSWIM6	106.6034909	21.58084821
ENSG00000165175	MID1IP1	21.62399578	106.5634191
ENSG00000058668	ATP2B4	371.2587328	188.4812542
ENSG00000108344	PSMD3	56.72788504	171.8806017
ENSG00000134684	YARS	129.4631436	286.1697091
ENSG00000150753	CCT5	518.3019041	799.5768111
ENSG00000166750	SLFN5	162.6573813	334.3116013
ENSG00000135046	ANXA1	554.7537827	325.5004857
ENSG00000173402	DAG1	430.5140979	689.1186235
ENSG00000127022	CANX	1534.348875	1993.929908
ENSG00000099917	MED15	221.0140868	87.34497145
ENSG00000130707	ASS1	299.1413027	519.089633
ENSG00000089335	ZNF302	2.415147581	57.84688899
ENSG00000096696	DSP	1168.706764	825.3716711
ENSG00000114867	EIF4G1	455.4519008	718.233614
ENSG00000115009	CCL20	156.029767	48.52498414
ENSG00000186812	ZNF397	62.00750999	179.1593493
ENSG00000138018	SELENOI	83.4630071	214.0845682
ENSG00000148180	GSN	162.7135475	52.41975261
ENSG00000185551	NR2F2	61.10885042	177.3715868
ENSG00000157193	LRP8	11.85107301	82.68401903
ENSG00000184371	CSF1	10.72774856	79.93852651
ENSG00000069399	BCL3	135.0235996	37.15992207
ENSG00000077157	PPP1R12B	193.9981336	71.31895696
ENSG00000115221	ITGB6	129.4631436	34.28673222
ENSG00000008086	CDKL5	95.25791389	17.43068509
ENSG00000128016	ZFP36	104.1883433	21.64469687
ENSG00000153885	KCTD15	7.18927652	70.16968102
ENSG00000128342	LIF	88.06863737	14.68519257
ENSG00000204469	PRRC2A	371.0340679	607.1369397
ENSG00000114270	COL7A1	379.4590013	198.8247377
ENSG00000164111	ANXA5	450.0599434	250.9252469
ENSG00000036257	CUL3	14.54705171	87.15342546
ENSG00000165124	SVEP1	42.12466711	141.9355786
ENSG00000110880	CORO1C	347.0510908	176.0307648
ENSG00000204713	TRIM27	16.40053706	91.11204259
ENSG00000169359	SLC33A1	15.44571127	88.94118804
ENSG00000164951	PDP1	162.6573813	54.14366652
ENSG00000125398	SOX9	72.11743009	8.491872225
ENSG00000092820	EZR	577.1079394	349.5714318
ENSG00000147649	MTDH	82.95751109	209.2959184
ENSG00000229117	RPL41	1016.383968	705.7831246
ENSG00000090520	DNAJB11	34.14906347	125.7180181
ENSG00000172939	OXSR1	242.0202541	104.9672025
ENSG00000167978	SRRM2	1260.707037	914.6321024
ENSG00000119596	YLPM1	66.16381047	180.5640199
ENSG00000120742	SERP1	110.1981292	249.009787
ENSG00000163870	TPRA1	163.5560408	55.99527775
ENSG00000113368	LMNB1	51.05509654	154.8330086
ENSG00000148677	ANKRD1	55.82922548	3.192433167
ENSG00000170606	HSPA4	239.4927741	429.3184123
ENSG00000165272	AQP3	27.74611407	112.3736475
ENSG00000162607	USP1	75.54356968	195.0576665
ENSG00000198563	DDX39B	276.7309798	129.4850893
ENSG00000157168	NRG1	190.9651576	73.04287087
ENSG00000139278	GLIPR1	92.39343653	18.00532306
ENSG00000111716	LDHB	580.8149101	860.1053439
ENSG00000160285	LSS	37.63136928	130.5705165
ENSG00000213949	ITGA1	92.73043386	18.32456638
ENSG00000091409	ITGA6	597.4401121	369.8753068
ENSG00000149716	ORAOV1	21.68016201	99.60391482
ENSG00000100393	EP300	66.50080781	179.4785927
ENSG00000089009	RPL6	711.8507079	1015.832234
ENSG00000143621	ILF2	227.4732024	411.5684839
ENSG00000120802	TMPO	64.59115624	176.0307648
ENSG00000100567	PSMA3	96.49357079	226.1519656
ENSG00000214517	PPME1	203.4902253	82.36477571
ENSG00000183255	PTTG1IP	300.9947881	148.3204449
ENSG00000117143	UAP1	204.445051	83.19480834
ENSG00000075415	SLC25A3	368.8435852	592.3240498
ENSG00000143384	MCL1	681.0716178	439.6618958
ENSG00000204569	PPP1R10	4.493297825	57.655343
ENSG00000125977	EIF2S2	226.3498779	407.2267748
ENSG00000163468	CCT3	402.5994851	633.7618324
ENSG00000239306	RBM14	16.96219929	87.40882012
ENSG00000102189	EEA1	184.7307068	71.57435161
ENSG00000084090	STARD7	44.03431869	138.9346914
ENSG00000111696	NT5DC3	89.07962938	17.87762574
ENSG00000198561	CTNND1	847.9414658	578.0857979
ENSG00000071127	WDR1	323.2927785	166.134222
ENSG00000102172	SMS	398.1623535	221.1079212
ENSG00000099622	CIRBP	32.23941189	117.3538432
ENSG00000108602	ALDH3A1	43.02332667	136.4445936
ENSG00000136167	LCP1	50.04410453	2.29855188
ENSG00000105429	MEGF8	17.07453174	86.64263616
ENSG00000115904	SOS1	37.96836662	127.1226887
ENSG00000163739	CXCL1	31.45308478	115.1829887
ENSG00000168743	NPNT	157.9955848	55.99527775
ENSG00000107290	SETX	83.85617066	202.0810195
ENSG00000185963	BICD2	189.6171682	75.91606072
ENSG00000179051	RCC2	183.2142188	344.5912361
ENSG00000225630	MTND2P28	47.12346094	142.3825193
ENSG00000176915	ANKLE2	231.1240069	103.4348346
ENSG00000101152	DNAJC5	54.31273746	154.3222193
ENSG00000181449	SOX2	0.786327119	46.03488627
ENSG00000130702	LAMA5	680.1729583	965.5833358
ENSG00000152102	FAM168B	150.1323136	298.1094092
ENSG00000146112	PPP1R18	105.4801664	26.88028727
ENSG00000121579	NAA50	320.9337972	524.6444667
ENSG00000198860	TSEN15	23.19665002	98.0715469
ENSG00000170421	KRT8	2074.667938	1646.273936
ENSG00000085733	CTTN	2173.183493	2660.63765
ENSG00000100906	NFKBIA	395.3540424	222.1294998
ENSG00000135932	CAB39	331.2683822	174.7537916
ENSG00000101126	ADNP	82.17118398	197.7393104
ENSG00000111605	CPSF6	56.27855526	156.5569225
