Name	Description	T2_normalize	C1_normalize
ENSG00000137193	PIM1	84.68670893	36.13834345
ENSG00000108389	MTMR4	62.15948536	122.2063416
ENSG00000142765	SYTL1	23.64519992	64.80639329
ENSG00000086619	ERO1B	16.26655597	52.22820662
ENSG00000198146	ZNF770	89.77350134	159.6216584
ENSG00000005700	IBTK	130.4678407	212.4245029
ENSG00000126705	AHDC1	87.14625691	38.05380335
ENSG00000108602	ALDH3A1	72.66846311	136.4445936
ENSG00000108448	TRIM16L	132.815591	215.3615415
ENSG00000168874	ATOH8	6.428364044	33.07360761
ENSG00000068366	ACSL4	174.7956032	101.7747694
ENSG00000152894	PTPRK	301.238729	419.3580208
ENSG00000141429	GALNT1	660.5563296	510.0231228
ENSG00000108828	VAT1	137.7905858	74.25599547
ENSG00000113140	SPARC	583.4718599	743.26229
ENSG00000175130	MARCKSL1	73.45104655	29.56193113
ENSG00000175061	LRRC75A-AS1	95.53107957	166.0703734
ENSG00000148175	STOM	209.8441619	309.4106226
ENSG00000187840	EIF4EBP1	64.61903335	124.3133475
ENSG00000278540	ACACA	439.7001006	579.1712252
ENSG00000124882	EREG	74.79261818	30.64735841
ENSG00000141458	NPC1	220.4649373	138.2323561
ENSG00000157110	RBPMS	18.83790159	55.67603444
ENSG00000167549	CORO6	44.71905422	12.64203534
ENSG00000197958	RPL12	761.4536957	940.873903
ENSG00000174738	NR1D2	75.07211227	138.1685075
ENSG00000088038	CNOT3	137.5110917	219.3201586
ENSG00000111331	OAS3	151.3739985	85.04641957
ENSG00000189143	CLDN4	140.4178302	76.93763933
ENSG00000162522	KIAA1522	285.8665541	398.9902972
ENSG00000183696	UPP1	165.5163994	95.90069234
ENSG00000198910	L1CAM	303.4187829	205.9757879
ENSG00000067082	KLF6	72.3330702	29.37038514
ENSG00000160886	LY6K	36.61372564	8.555720888
ENSG00000147676	MAL2	1042.457053	1249.13525
ENSG00000167526	RPL13	689.7914113	859.6584033
ENSG00000147689	FAM83A	106.2636526	52.41975261
ENSG00000134955	SLC37A2	32.03002258	6.384866334
ENSG00000142188	TMEM50B	17.27273469	52.48360127
ENSG00000118263	KLF7	139.9147409	76.93763933
ENSG00000148346	LCN2	114.5925764	189.2474382
ENSG00000008294	SPAG9	186.7020514	112.6290421
ENSG00000136379	ABHD17C	51.65050762	16.85604712
ENSG00000111371	SLC38A1	605.3282977	763.9492569
ENSG00000131236	CAP1	213.4775851	133.890647
ENSG00000173442	EHBP1L1	192.4596296	117.3538432
ENSG00000156515	HK1	287.9348104	194.0999366
ENSG00000135932	CAB39	264.1778128	174.7537916
ENSG00000075785	RAB7A	478.7174754	355.5093575
ENSG00000196576	PLXNB2	412.0301858	543.926763
